datetime,open,high,low,close,volume
2018-12-16 00:00:00,83.76,87.64,83.73,84.67,241366.76
2018-12-16 01:00:00,84.04,84.34,83.99,84.04,6102.55
2018-12-16 02:00:00,84.04,87.43,84.04,86.43,41419.69
2018-12-16 03:00:00,86.43,87.63,86.17,86.99,22845.95
2018-12-16 04:00:00,86.99,87.64,86.29,86.35,12630.74
2018-12-16 05:00:00,86.35,86.58,86.04,86.3,6141.28
2018-12-16 06:00:00,86.3,86.97,86.3,86.56,7006.99
2018-12-16 07:00:00,86.56,86.77,85.78,86.11,7868.82
2018-12-16 08:00:00,86.11,86.39,85.64,85.84,9049.67
2018-12-16 09:00:00,85.84,86.1,85.43,85.97,5953.48
2018-12-16 10:00:00,85.97,86.71,85.92,86.26,7241.63
2018-12-16 11:00:00,86.26,86.86,86.12,86.74,5685.14
2018-12-16 12:00:00,86.74,87.41,86.17,86.43,12359.99
2018-12-16 13:00:00,86.43,86.65,86.27,86.46,8545.39
2018-12-16 14:00:00,86.46,86.6,85.28,85.8,14887.14
2018-12-16 15:00:00,85.8,86.31,85.61,86.2,7190.53
2018-12-16 16:00:00,86.2,86.51,85.86,86.1,6544.64
2018-12-16 17:00:00,86.1,86.12,85.61,85.65,6826.58
2018-12-16 18:00:00,85.65,86.12,85.58,85.91,5577.32
2018-12-16 19:00:00,85.91,86.81,85.81,86.43,9008.37
2018-12-16 20:00:00,86.43,86.46,85.82,86.18,4821.6
2018-12-16 21:00:00,86.18,86.26,84.61,84.79,8218.29
2018-12-16 22:00:00,84.79,85.3,84.29,85.01,9188.78
2018-12-16 23:00:00,85.01,85.26,84.23,84.67,9869.2
2018-12-17 00:00:00,84.67,85.63,84.48,85.2,10651.08
2018-12-17 01:00:00,85.2,85.45,84.72,84.79,6926.19
2018-12-17 02:00:00,84.79,85.1,84.4,84.88,8366.25
2018-12-17 03:00:00,84.88,85.29,84.86,85.12,3353.57
2018-12-17 04:00:00,85.12,85.24,84.89,85.22,3180.25
2018-12-17 05:00:00,85.22,85.36,84.96,85.27,6050.38
2018-12-17 06:00:00,85.27,85.99,85.19,85.45,17540.9
2018-12-17 07:00:00,85.45,86.57,85.19,86.32,12878.26
2018-12-17 08:00:00,86.32,86.88,86.11,86.42,12125.34
2018-12-17 09:00:00,86.42,86.64,86.18,86.18,5475.09
2018-12-17 10:00:00,86.18,86.32,85.77,85.97,5732.96
2018-12-17 11:00:00,85.97,86.16,85.6,86.1,5552.02
2018-12-17 12:00:00,86.1,90.54,86.09,90.07,62212.14
2018-12-17 13:00:00,90.07,91.05,89.14,89.6,29834.41
2018-12-17 14:00:00,89.6,90.22,89.21,89.55,23662.64
2018-12-17 15:00:00,89.55,90.0,89.25,89.83,13403.65
2018-12-17 16:00:00,89.83,92.16,89.8,91.27,35395.75
2018-12-17 17:00:00,91.27,92.19,91.1,91.52,17670.37
2018-12-17 18:00:00,91.52,96.0,91.41,95.81,48242.09
